unitid,Total,Men,Women,Group
214272,197,60,137,Completers within 150% of normal time
214883,2,2,0,Incoming cohort (minus exclusions)
214883,1,1,0,Completers within 150% of normal time
214971,36,11,25,Incoming cohort (minus exclusions)
214971,17,6,11,Completers within 150% of normal time
215053,71,24,47,Incoming cohort (minus exclusions)
215053,41,13,28,Completers within 150% of normal time
215062,2381,1157,1224,Incoming cohort (minus exclusions)
215062,2291,1094,1197,Completers within 150% of normal time
215105,404,138,266,Incoming cohort (minus exclusions)
215105,275,93,182,Completers within 150% of normal time
215114,147,75,72,Incoming cohort (minus exclusions)
215114,90,43,47,Completers within 150% of normal time
215132,323,120,203,Incoming cohort (minus exclusions)
215132,250,92,158,Completers within 150% of normal time
215266,302,132,170,Incoming cohort (minus exclusions)
215266,119,55,64,Completers within 150% of normal time
215275,407,215,192,Incoming cohort (minus exclusions)
215275,140,63,77,Completers within 150% of normal time
215284,712,394,318,Incoming cohort (minus exclusions)
215284,350,187,163,Completers within 150% of normal time
215293,4008,1932,2076,Incoming cohort (minus exclusions)
215293,3378,1557,1821,Completers within 150% of normal time
215442,588,213,375,Incoming cohort (minus exclusions)
215442,358,120,238,Completers within 150% of normal time
215655,865,452,413,Incoming cohort (minus exclusions)
215655,562,277,285,Completers within 150% of normal time
215691,113,31,82,Incoming cohort (minus exclusions)
215691,56,19,37,Completers within 150% of normal time
215743,412,171,241,Incoming cohort (minus exclusions)
215743,305,109,196,Completers within 150% of normal time
215770,1172,515,657,Incoming cohort (minus exclusions)
215770,975,424,551,Completers within 150% of normal time
215798,444,250,194,Incoming cohort (minus exclusions)
215798,323,172,151,Completers within 150% of normal time
215929,907,394,513,Incoming cohort (minus exclusions)
215929,715,292,423,Completers within 150% of normal time
215947,392,137,255,Incoming cohort (minus exclusions)
215947,262,85,177,Completers within 150% of normal time
216010,1384,662,722,Incoming cohort (minus exclusions)
216010,803,363,440,Completers within 150% of normal time
216038,1515,617,898,Incoming cohort (minus exclusions)
216038,1037,402,635,Completers within 150% of normal time
216047,23,23,0,Incoming cohort (minus exclusions)
216047,13,13,0,Completers within 150% of normal time
216278,666,305,361,Incoming cohort (minus exclusions)
216278,495,207,288,Completers within 150% of normal time
216287,406,193,213,Incoming cohort (minus exclusions)
216287,382,183,199,Completers within 150% of normal time
216311,36,36,0,Incoming cohort (minus exclusions)
216311,17,17,0,Completers within 150% of normal time
216339,4884,2209,2675,Incoming cohort (minus exclusions)
216339,3678,1609,2069,Completers within 150% of normal time
216357,207,134,73,Incoming cohort (minus exclusions)
216357,97,55,42,Completers within 150% of normal time
216366,507,166,341,Incoming cohort (minus exclusions)
216366,360,105,255,Completers within 150% of normal time
216524,429,210,219,Incoming cohort (minus exclusions)
216524,311,141,170,Completers within 150% of normal time
216542,132,61,71,Incoming cohort (minus exclusions)
216542,74,32,42,Completers within 150% of normal time
216597,1699,763,936,Incoming cohort (minus exclusions)
216597,1551,679,872,Completers within 150% of normal time
216667,389,206,183,Incoming cohort (minus exclusions)
216667,296,155,141,Completers within 150% of normal time
216694,356,159,197,Incoming cohort (minus exclusions)
216694,237,103,134,Completers within 150% of normal time
216764,2378,887,1491,Incoming cohort (minus exclusions)
216764,1730,598,1132,Completers within 150% of normal time
216807,294,138,156,Incoming cohort (minus exclusions)
216807,214,89,125,Completers within 150% of normal time
216852,846,385,461,Incoming cohort (minus exclusions)
216852,579,256,323,Completers within 150% of normal time
216931,580,295,285,Incoming cohort (minus exclusions)
216931,356,184,172,Completers within 150% of normal time
217013,116,23,93,Incoming cohort (minus exclusions)
217013,62,9,53,Completers within 150% of normal time
217040,19,19,0,Incoming cohort (minus exclusions)
217040,11,11,0,Completers within 150% of normal time
217059,891,426,465,Incoming cohort (minus exclusions)
217059,584,273,311,Completers within 150% of normal time
217156,1609,735,874,Incoming cohort (minus exclusions)
217156,1542,697,845,Completers within 150% of normal time
217165,908,536,372,Incoming cohort (minus exclusions)
217165,759,435,324,Completers within 150% of normal time
217235,1654,629,1025,Incoming cohort (minus exclusions)
217235,1047,371,676,Completers within 150% of normal time
217402,1032,432,600,Incoming cohort (minus exclusions)
217402,918,374,544,Completers within 150% of normal time
217420,1087,323,764,Incoming cohort (minus exclusions)
217420,497,142,355,Completers within 150% of normal time
217484,2985,1292,1693,Incoming cohort (minus exclusions)
217484,2065,837,1228,Completers within 150% of normal time
217493,463,142,321,Incoming cohort (minus exclusions)
217493,399,118,281,Completers within 150% of normal time
217518,1023,455,568,Incoming cohort (minus exclusions)
217518,719,300,419,Completers within 150% of normal time
217536,556,136,420,Incoming cohort (minus exclusions)
217536,407,91,316,Completers within 150% of normal time
217606,51,22,29,Incoming cohort (minus exclusions)
217606,30,12,18,Completers within 150% of normal time
217624,172,89,83,Incoming cohort (minus exclusions)
217624,39,13,26,Completers within 150% of normal time
217633,664,211,453,Incoming cohort (minus exclusions)
217633,423,118,305,Completers within 150% of normal time
217688,749,281,468,Incoming cohort (minus exclusions)
217688,369,120,249,Completers within 150% of normal time
217721,656,353,303,Incoming cohort (minus exclusions)
217721,162,61,101,Completers within 150% of normal time
217749,561,249,312,Incoming cohort (minus exclusions)
217749,378,157,221,Completers within 150% of normal time
217776,187,105,82,Incoming cohort (minus exclusions)
217776,98,49,49,Completers within 150% of normal time
217819,2224,703,1521,Incoming cohort (minus exclusions)
217819,1490,431,1059,Completers within 150% of normal time
217864,595,544,51,Incoming cohort (minus exclusions)
217864,435,400,35,Completers within 150% of normal time
217873,448,142,306,Incoming cohort (minus exclusions)
217873,229,59,170,Completers within 150% of normal time
217882,3434,1675,1759,Incoming cohort (minus exclusions)
217882,2935,1363,1572,Completers within 150% of normal time
217891,5,1,4,Incoming cohort (minus exclusions)
217891,4,1,3,Completers within 150% of normal time
217907,224,121,103,Incoming cohort (minus exclusions)
217907,82,41,41,Completers within 150% of normal time
217925,91,38,53,Incoming cohort (minus exclusions)
217925,57,19,38,Completers within 150% of normal time
217934,184,0,184,Incoming cohort (minus exclusions)
217934,100,0,100,Completers within 150% of normal time
217961,219,0,219,Incoming cohort (minus exclusions)
217961,125,0,125,Completers within 150% of normal time
217998,217,129,88,Incoming cohort (minus exclusions)
217998,87,45,42,Completers within 150% of normal time
218061,736,261,475,Incoming cohort (minus exclusions)
218061,318,94,224,Completers within 150% of normal time
218070,668,295,373,Incoming cohort (minus exclusions)
218070,547,236,311,Completers within 150% of normal time
218229,559,163,396,Incoming cohort (minus exclusions)
218229,298,85,213,Completers within 150% of normal time
218238,399,270,129,Incoming cohort (minus exclusions)
218238,119,69,50,Completers within 150% of normal time
218399,213,115,98,Incoming cohort (minus exclusions)
218399,53,29,24,Completers within 150% of normal time
218414,267,150,117,Incoming cohort (minus exclusions)
218414,143,72,71,Completers within 150% of normal time
218441,527,280,247,Incoming cohort (minus exclusions)
218441,302,145,157,Completers within 150% of normal time
218539,262,132,130,Incoming cohort (minus exclusions)
218539,155,72,83,Completers within 150% of normal time
218645,583,210,373,Incoming cohort (minus exclusions)
218645,250,77,173,Completers within 150% of normal time
218654,492,152,340,Incoming cohort (minus exclusions)
218654,146,38,108,Completers within 150% of normal time
218663,5154,2317,2837,Incoming cohort (minus exclusions)
218663,4029,1721,2308,Completers within 150% of normal time
218724,2354,1100,1254,Incoming cohort (minus exclusions)
218724,1204,521,683,Completers within 150% of normal time
218733,490,252,238,Incoming cohort (minus exclusions)
218733,149,64,85,Completers within 150% of normal time
218742,831,284,547,Incoming cohort (minus exclusions)
218742,394,106,288,Completers within 150% of normal time
218919,104,49,55,Incoming cohort (minus exclusions)
218919,33,13,20,Completers within 150% of normal time
218964,1087,312,775,Incoming cohort (minus exclusions)
218964,633,164,469,Completers within 150% of normal time
218973,441,221,220,Incoming cohort (minus exclusions)
218973,354,164,190,Completers within 150% of normal time
219000,367,138,229,Incoming cohort (minus exclusions)
219000,259,94,165,Completers within 150% of normal time
219046,438,196,242,Incoming cohort (minus exclusions)
219046,192,61,131,Completers within 150% of normal time
219082,320,215,105,Incoming cohort (minus exclusions)
219082,150,94,56,Completers within 150% of normal time
219091,174,93,81,Incoming cohort (minus exclusions)
219091,95,48,47,Completers within 150% of normal time
219198,100,31,69,Incoming cohort (minus exclusions)
219198,61,18,43,Completers within 150% of normal time
219204,8,4,4,Incoming cohort (minus exclusions)
219204,1,0,1,Completers within 150% of normal time
219259,211,99,112,Incoming cohort (minus exclusions)
219259,119,52,67,Completers within 150% of normal time
219277,61,24,37,Incoming cohort (minus exclusions)
219277,6,1,5,Completers within 150% of normal time
219295,98,63,35,Incoming cohort (minus exclusions)
219295,32,18,14,Completers within 150% of normal time
219347,495,385,110,Incoming cohort (minus exclusions)
219347,259,193,66,Completers within 150% of normal time
219356,2093,1025,1068,Incoming cohort (minus exclusions)
219356,1257,574,683,Completers within 150% of normal time
219383,274,126,148,Incoming cohort (minus exclusions)
219383,158,72,86,Completers within 150% of normal time
219471,1183,471,712,Incoming cohort (minus exclusions)
219471,712,249,463,Completers within 150% of normal time
219505,10,6,4,Incoming cohort (minus exclusions)
219505,3,2,1,Completers within 150% of normal time
219602,892,376,516,Incoming cohort (minus exclusions)
219602,378,135,243,Completers within 150% of normal time
219639,58,8,50,Incoming cohort (minus exclusions)
219639,35,6,29,Completers within 150% of normal time
219709,1457,525,932,Incoming cohort (minus exclusions)
219709,994,330,664,Completers within 150% of normal time
219718,502,290,212,Incoming cohort (minus exclusions)
219718,186,111,75,Completers within 150% of normal time
219790,149,71,78,Incoming cohort (minus exclusions)
219790,90,40,50,Completers within 150% of normal time
219806,468,207,261,Incoming cohort (minus exclusions)
219806,268,101,167,Completers within 150% of normal time
219833,310,167,143,Incoming cohort (minus exclusions)
219833,183,87,96,Completers within 150% of normal time
219949,132,90,42,Incoming cohort (minus exclusions)
219949,70,39,31,Completers within 150% of normal time
219976,661,234,427,Incoming cohort (minus exclusions)
219976,471,152,319,Completers within 150% of normal time
220002,28,5,23,Incoming cohort (minus exclusions)
220002,20,2,18,Completers within 150% of normal time
220075,1975,903,1072,Incoming cohort (minus exclusions)
220075,999,387,612,Completers within 150% of normal time
220181,208,54,154,Incoming cohort (minus exclusions)
220181,95,22,73,Completers within 150% of normal time
220206,41,19,22,Incoming cohort (minus exclusions)
220206,24,11,13,Completers within 150% of normal time
220215,292,120,172,Incoming cohort (minus exclusions)
220215,189,76,113,Completers within 150% of normal time
220473,159,88,71,Incoming cohort (minus exclusions)
220473,100,52,48,Completers within 150% of normal time
